Marca temporal;Autorizo;®Planea usted iniciar estudios universitarios en los pr¢ximos dos a§os?;®Cu†l es su edad? ;GÇnero ;Grado que cursa actualmente  o titulo profesional obtenido;Tipo de instituci¢n Educativa;Nombre del establecimiento educativo en el cual esta estudiando o es Egresado(a) ;Departamento donde reside;Municipio  donde reside;®Ha cursado estudios complementarios en programaci¢n o an†lisis de datos?;"®Cu†l es el nivel de adopci¢n de IA en su organizaci¢n o establecimiento educativo? 
Donde 1 (Nulo o Inexistente) y 5 (Muy alto o Avanzado) ";®Considera que la IA transformar† la mayor°a de los empleos en la pr¢xima dÇcada?;®Cree usted que la regi¢n Orinoqu°a requiere m†s profesionales especializados en IA?;®Esta de acuerdo con que los riesgos Çticos de la IA deben abordarse en los planes de estudio?;"®QuÇ tan familiarizado(a) est†s con la ?inteligencia artificial??
Donde 1 (Nada familiarizado(a)) y 5 (Muy familiarizado(a)) ";®Ha usado aplicaciones con IA (Chat GPT, Gemini, Copilot, filtros de fotos, chatbots. etc)?  ;®QuÇ tan importante cree que ser† aprender a programar para tu futuro?  ;®Le gustar°a participar en proyectos escolares con robots, drones o apps que usen IA?  ; ®En quÇ †reas cree que la IA puede ayudar a tu comunidad?  ;®Cu†l de los siguientes programas acadÇmicos  relacionados con tecnolog°a inform†tica ser°a su primera opci¢n de inscripci¢n?  Escoger solo uno;®Estar°a dispuesto a matricularse en el programa de Ingenier°a en IA en Unitropico?;®QuÇ nivel de importancia tiene para usted el costo de la matr°cula? ;®QuÇ tan relevante es la cercan°a del del campus universitario a su lugar de residencia? ;®Cu†nta importancia otorga usted al prestigio de la universidad para realizar el programa de ingenier°a en IA?  ;En el mercado laboral actual, ®QuÇ tan probable considera que un egresado de Ingenier°a en Inteligencia Artificial obtenga empleo en su campo? ;®QuÇ relevancia tiene para usted la disponibilidad de becas u otros apoyos financieros?  ;Puntuaci¢n
9/15/2025 7:13:58;Si;Si;Menos de 17 a§os;Femenino;Once;Oficial (P£blica);El ITEY;Casanare;Yopal ;Si;3;3;3;Ni de acuerdo ni en desacuerdo;4;4;4;Tal vez;Educaci¢n, Entretenimiento;Ingenier°a en Inteligencia Artificial;Tal vez;Muy importante;Moderado;Moderado;Probable;4;
9/15/2025 7:14:29;Si;Si;Menos de 17 a§os;Femenino;UndÇcimo;Oficial (P£blica);INSTITUTO TêCNICO EMPRESARIAL EL YOPAL;Casanare;Yopay;No;1;3;5;Ni de acuerdo ni en desacuerdo;4;5;3;Tal vez;Salud, Educaci¢n, Agricultura, Seguridad, Otro;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;No;Muy importante;Moderado;Poco;Neutral / No estoy seguro(a);5;
9/15/2025 7:16:05;Si;Si;18 - 22 a§os;Femenino;Once;Oficial (P£blica);ITEY;Casanare;Yopal Casanare ;No;3;3;5;Ni de acuerdo ni en desacuerdo;2;5;5;Si;Medio ambiente;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;Si;Importante;Importante;Importante;Poco probable;3;
9/15/2025 7:26:04;Si;Si;Menos de 17 a§os;Femenino;Once;Oficial (P£blica);ITEY;Casanare;YOPAL;No;2;4;3;De acuerdo;3;4;5;Si;Salud, Educaci¢n, Entretenimiento, Seguridad;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;Tal vez;Importante;Muy importante;Importante;Probable;4;
9/15/2025 7:26:13;Si;No sabe;Menos de 17 a§os;Masculino;Once;No Oficial (privada);Itey;Casanare;Yopal ;Si;5;5;5;Totalmente en desacuerdo;5;5;5;Si;Medio ambiente, Salud, Educaci¢n, Agricultura, Entretenimiento, Seguridad, Otro;Ingenier°a en Inteligencia Artificial;Si;Muy importante;Nada importante;Nada importante;Nada probable;5;
9/15/2025 7:26:23;Si;Si;Menos de 17 a§os;Femenino;Bachiller graduado;Oficial (P£blica);ITEY ;Casanare;Yopal;Si;5;5;5;Ni de acuerdo ni en desacuerdo;5;5;5;Si;Medio ambiente, Salud, Educaci¢n, Entretenimiento, Seguridad;Ingenier°a en Inteligencia Artificial;Si;Importante;Muy importante;Importante;Neutral / No estoy seguro(a);5;
9/15/2025 7:26:34;Si;Si;18 - 22 a§os;Femenino;Decimo;Oficial (P£blica);Itey;Casanare;Yopal Casanare;Si, No;3;4;5;Totalmente de acuerdo;4;5;5;Si, Tal vez;Medio ambiente, Salud, Educaci¢n, Seguridad;Ingenier°a en Automatizaci¢n;Si;Moderado;Moderado;Moderado;Probable;1;
9/15/2025 7:26:46;Si;Si;18 - 22 a§os;Femenino;Once;Oficial (P£blica);ITEY;Casanare;Yopal ;No;2;2;3;Ni de acuerdo ni en desacuerdo;4;5;4;Tal vez;Educaci¢n, Entretenimiento;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;Tal vez;Moderado;Importante;Moderado;Neutral / No estoy seguro(a);5;
9/15/2025 7:26:50;Si;Si;18 - 22 a§os;Femenino;Once;Oficial (P£blica);Itey;Casanare;Yopal;Si;5;5;5;Ni de acuerdo ni en desacuerdo;5;5;5;Si;Medio ambiente, Salud, Educaci¢n, Agricultura, Entretenimiento, Seguridad;Ingenier°a en Inteligencia Artificial;Si;Importante;Muy importante;Importante;Neutral / No estoy seguro(a);5;
9/15/2025 7:27:02;Si;Si;Menos de 17 a§os;Femenino;Once;Oficial (P£blica);ITEY;Casanare;Yopal ;No;2;4;4;De acuerdo;3;4;4;Si;Salud, Educaci¢n, Entretenimiento;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;Tal vez;Moderado;Moderado;Moderado;Neutral / No estoy seguro(a);4;
9/15/2025 7:27:05;Si;No sabe;Menos de 17 a§os;Masculino;Once;Oficial (P£blica);ITEY;Casanare;Yopal;No;2;3;3;Ni de acuerdo ni en desacuerdo;4;5;5;Tal vez;Medio ambiente, Salud, Seguridad;Ingenier°a Electr¢nica;Tal vez;Poco;Poco;Importante;Poco probable;3;
9/15/2025 7:27:07;Si;Si;18 - 22 a§os;Femenino;Once;Oficial (P£blica);Itey ;Casanare;Yopal ;Si;1;2;3;Ni de acuerdo ni en desacuerdo;1;1;3;Tal vez;Educaci¢n;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;Tal vez;Moderado;Moderado;Importante;Poco probable;2;
9/15/2025 7:27:10;Si;Si;18 - 22 a§os;Masculino;Once;Oficial (P£blica);ITEY;Casanare;Yopal;No;2;2;2;De acuerdo;3;3;5;Si;Educaci¢n, Seguridad, Otro;Ingenier°a de Sistemas;Si;Importante;Moderado;Importante;Neutral / No estoy seguro(a);3;
9/15/2025 7:27:23;Si;Si;Menos de 17 a§os;Femenino;Once;Oficial (P£blica);ITEY;Casanare;Yopal ;No;3;1;5;De acuerdo;5;5;4;No;Medio ambiente, Salud, Educaci¢n, Agricultura;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;Tal vez;Muy importante;Importante;Importante;Poco probable;5;
9/15/2025 7:27:28;Si;Si;Menos de 17 a§os;Femenino;Once;Oficial (P£blica);Instituto tÇcnico empresarial el Yopal   ?Itey?;Casanare;Yopal ;No;4;3;4;Ni de acuerdo ni en desacuerdo;4;5;3;Tal vez;Otro;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;Tal vez;Importante;Importante;Moderado;Probable;4;
9/15/2025 7:28:20;Si;Si;Menos de 17 a§os;Femenino;Once;Oficial (P£blica);Itey ;Casanare;Yopal ;No;3;3;5;De acuerdo;4;5;4;Tal vez;Educaci¢n, Agricultura, Entretenimiento, Seguridad, Otro;Ingenier°a Electr¢nica;Tal vez;Moderado;Importante;Moderado;Neutral / No estoy seguro(a);3;
9/15/2025 7:28:37;Si;Si;Menos de 17 a§os;Masculino;Once;Oficial (P£blica);Itey;Casanare;Yopal;No;1;3;2;Ni de acuerdo ni en desacuerdo;1;4;1;No;Educaci¢n, Entretenimiento, Seguridad, Otro;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;No;Importante;Moderado;Importante;Poco probable;5;
9/15/2025 7:28:39;Si;Si;Menos de 17 a§os;Femenino;Once;Oficial (P£blica);ITEY;Casanare;Yopal;No;1;5;5;Ni de acuerdo ni en desacuerdo;4;5;5;No;Otro;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;No;Moderado;Moderado;Poco;Poco probable;4;
9/15/2025 7:28:59;Si;Si;Menos de 17 a§os;Femenino;Once;Oficial (P£blica);Itey ;Casanare;Yopal ;No;1;4;4;Ni de acuerdo ni en desacuerdo;3;4;5;Tal vez;Seguridad;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;Tal vez;Moderado;Moderado;Poco;Neutral / No estoy seguro(a);2;
9/15/2025 7:29:12;Si;Si;18 - 22 a§os;Femenino;Once;Oficial (P£blica);ITEY ;Casanare;Yopal ;No;4;3;2;Ni de acuerdo ni en desacuerdo;3;4;3;Tal vez;Otro;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;Tal vez;Muy importante;Moderado;Moderado;Neutral / No estoy seguro(a);3;
9/15/2025 7:30:36;Si;Si;Menos de 17 a§os;Femenino;Once;Oficial (P£blica);ITEY ;Casanare;Yopal;No;1;5;2;Ni de acuerdo ni en desacuerdo;4;4;3;No;Entretenimiento;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;No;Nada Importante;Poco;Moderado;Probable;3;
9/15/2025 7:43:51;Si;Si;Menos de 17 a§os;Femenino;Once;Oficial (P£blica);Itey;Casanare;Yopal;No;3;2;5;De acuerdo;4;5;5;Si;Educaci¢n;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;No;Importante;Moderado;Importante;Probable;5;
9/15/2025 7:44:08;Si;Si;18 - 22 a§os;Masculino;Once;Oficial (P£blica);Itey ;Casanare;Yopal;Si;4;5;3;De acuerdo;3;4;5;Si;Otro;Ingenier°a en Automatizaci¢n;Si;Importante;Poco;Moderado;Probable;5;
9/15/2025 7:44:29;Si;Si;18 - 22 a§os;Masculino;Once;Oficial (P£blica);Itey;Casanare;Yopal;No;3;2;3;Ni de acuerdo ni en desacuerdo;5;5;3;Tal vez;Educaci¢n, Agricultura, Seguridad;Ingenier°a Mecatr¢nica;Tal vez;Moderado;Moderado;Moderado;Poco probable;3;
9/15/2025 7:44:40;Si;Si;Menos de 17 a§os;Masculino;Once;Oficial (P£blica);ITEY;Casanare;Yopal;No;4;5;3;De acuerdo;3;5;4;No;Educaci¢n;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;Tal vez;Muy importante;Importante;Importante;Neutral / No estoy seguro(a);4;
9/15/2025 7:44:59;Si;No sabe;18 - 22 a§os;Masculino;Once;Oficial (P£blica);ITEY;Casanare;Yopal;No;3;5;3;De acuerdo;4;5;5;Tal vez;Otro;Ingenier°a en Inteligencia Artificial;Tal vez;Muy importante;Moderado;Poco;Probable;5;
9/15/2025 7:45:20;Si;No sabe;18 - 22 a§os;Masculino;Once;Oficial (P£blica);ITEY;Casanare;Yopal;Si;2;3;5;De acuerdo;3;5;5;Si;Medio ambiente, Salud, Educaci¢n, Agricultura, Entretenimiento, Seguridad, Otro;Ingenier°a en Ciberseguridad;Tal vez;Moderado;Moderado;Importante;Probable;5;
9/15/2025 7:45:27;Si;No;Menos de 17 a§os;Masculino;Once;Oficial (P£blica);Itey;Casanare;Yopal ;No;1;2;3;De acuerdo;3;3;3;Si;Seguridad;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;No;Nada Importante;Poco;Muy importante;Neutral / No estoy seguro(a);5;
9/15/2025 7:46:05;Si;Si;Menos de 17 a§os;Femenino;Once;Oficial (P£blica);ITEY;Casanare;Yopal;Si;2;3;3;Ni de acuerdo ni en desacuerdo;3;5;4;Tal vez;Educaci¢n, Entretenimiento;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;Tal vez;Importante;Importante;Poco;Neutral / No estoy seguro(a);4;
9/15/2025 7:46:06;Si;No sabe;Menos de 17 a§os;Femenino;Once;Oficial (P£blica);Instituto TÇcnico Empresarial El Yopal;Casanare;Yopal;No;3;4;3;Ni de acuerdo ni en desacuerdo;5;5;5;Si;Salud, Educaci¢n, Entretenimiento, Seguridad;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;Tal vez;Muy importante;Moderado;Moderado;Poco probable;5;
9/15/2025 7:46:15;Si;Si;Menos de 17 a§os;Masculino;Once;Oficial (P£blica);Itey;Casanare;Yopal ;No;2;5;5;Ni de acuerdo ni en desacuerdo;3;4;5;Si;Salud;Ingenier°a en Inteligencia Artificial;Si;Moderado;Importante;Muy importante;Probable;4;
9/15/2025 7:46:32;Si;Si;Menos de 17 a§os;Masculino;Once;Oficial (P£blica);ITEY;Casanare;Yopal;Si;3;4;4;De acuerdo;4;4;5;Si;Medio ambiente, Salud, Educaci¢n, Agricultura, Entretenimiento, Seguridad;Ingenier°a Mecatr¢nica;Tal vez;Moderado;Moderado;Importante;Neutral / No estoy seguro(a);5;
9/15/2025 7:46:44;Si;Si;Menos de 17 a§os;Masculino;Once;Oficial (P£blica);Instituto TÇcnico Empresarial el Yopal I.T.E.Y;Casanare;Yopal ;Si;3;1;2;De acuerdo;4;5;4;Si;Salud, Educaci¢n, Seguridad;Ingenier°a en Automatizaci¢n;Tal vez;Moderado;Moderado;Importante;Probable;5;
9/15/2025 7:46:51;Si;Si;Menos de 17 a§os;Masculino;Once;Oficial (P£blica);Itey;Casanare;Yopal;No;3;3;3;Ni de acuerdo ni en desacuerdo;3;3;4;Si;Educaci¢n, Entretenimiento, Seguridad;Ingenier°a en Automatizaci¢n;Tal vez;Moderado;Importante;Moderado;Neutral / No estoy seguro(a);4;
9/15/2025 7:46:56;Si;Si;Menos de 17 a§os;Masculino;Once;Oficial (P£blica);Itey;Casanare;Yopal ;No;4;5;4;Totalmente de acuerdo;4;5;4;Si;Medio ambiente, Salud, Educaci¢n, Agricultura, Entretenimiento, Seguridad;Ingenier°a en Inteligencia Artificial;Si;Moderado;Importante;Importante;Probable;5;
9/15/2025 7:47:23;Si;Si;Menos de 17 a§os;Masculino;Once;Oficial (P£blica);Itey ;Casanare;Yopal;Si;3;5;3;Ni de acuerdo ni en desacuerdo;3;3;5;Si;Salud, Agricultura, Entretenimiento, Seguridad;Ingenier°a en Automatizaci¢n;Tal vez;Moderado;Moderado;Moderado;Neutral / No estoy seguro(a);5;
9/15/2025 7:47:27;Si;Si;Menos de 17 a§os;Femenino;Once;Oficial (P£blica);ITEY;Casanare;Yopal ;No;3;4;2;Totalmente de acuerdo;3;5;5;Si;Salud, Educaci¢n;Ingenier°a Mecatr¢nica;Tal vez;Muy importante;Muy importante;Moderado;Poco probable;5;
9/15/2025 7:47:27;Si;Si;Menos de 17 a§os;Masculino;Once;Oficial (P£blica);ITEY;Casanare;Yopal;Si;3;3;3;Ni de acuerdo ni en desacuerdo;3;3;4;Si;Educaci¢n, Agricultura, Entretenimiento, Seguridad;Ingenier°a en Automatizaci¢n;Tal vez;Moderado;Moderado;Moderado;Neutral / No estoy seguro(a);4;
9/15/2025 7:48:11;Si;Si;Menos de 17 a§os;Masculino;Once;Oficial (P£blica);ITEY;Casanare;Yopal;No;4;4;3;Ni de acuerdo ni en desacuerdo;4;4;3;Si;Medio ambiente, Salud, Educaci¢n, Agricultura;Ingenier°a de Sistemas;Si;Moderado;Moderado;Moderado;Poco probable;4;
9/15/2025 7:49:05;Si;Si;Menos de 17 a§os;Masculino;Once;Oficial (P£blica);ITEY;Casanare;Yopal;Si;4;4;3;De acuerdo;4;4;4;Si;Entretenimiento;Ingenier°a en Automatizaci¢n;Tal vez;Moderado;Moderado;Moderado;Neutral / No estoy seguro(a);3;
9/15/2025 7:51:40;Si;Si;Menos de 17 a§os;Femenino;Once;Oficial (P£blica);Instituto tÇcnico empresarial el yopal (ITEY) ;Casanare;Yopal ;No;3;3;3;Ni de acuerdo ni en desacuerdo;3;4;3;Tal vez;Seguridad;Ingenier°a en Automatizaci¢n;Tal vez;Muy importante;Importante;Moderado;Neutral / No estoy seguro(a);5;
9/15/2025 9:45:37;Si;Si;Menos de 17 a§os;Masculino;Once;Oficial (P£blica);Carlos lleras restrepo;Casanare;Yopal;Si;3;4;4;Ni de acuerdo ni en desacuerdo;4;5;5;Si;Medio ambiente, Salud, Educaci¢n, Agricultura, Entretenimiento, Seguridad;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;Tal vez;Poco;Poco;Importante;Muy probable;4;
9/15/2025 9:46:44;Si;Si;18 - 22 a§os;Masculino;Once;Oficial (P£blica);Carlos Lleras restrepo ;Casanare;Yopal;Si;3;3;3;Ni de acuerdo ni en desacuerdo;3;3;5;Si;Salud, Educaci¢n, Agricultura, Entretenimiento, Seguridad;Ingenier°a de Sistemas;Si;Importante;Moderado;Poco;Neutral / No estoy seguro(a);4;
9/15/2025 9:47:13;Si;Si;Menos de 17 a§os;Masculino;Once;Oficial (P£blica);Carlos Lleras Restrepo ;Casanare;Yopal;No;3;4;4;De acuerdo;5;5;5;Si;Salud, Educaci¢n, Seguridad;Ingenier°a de Sistemas;Tal vez;Importante;Importante;Importante;Probable;5;
9/15/2025 9:50:13;Si;Si;Menos de 17 a§os;Masculino;Once;Oficial (P£blica);Carlos Lleras Restrepo ;Casanare;Yopal;No;3;3;3;Ni de acuerdo ni en desacuerdo;3;3;5;Si;Educaci¢n;Ingenier°a de Sistemas;Tal vez;Moderado;Moderado;Moderado;Probable;3;
9/15/2025 9:54:54;Si;Si;18 - 22 a§os;Masculino;Once;Oficial (P£blica);Carlos Lleras Restrepo ;Casanare;Yopal ;Si;3;4;4;De acuerdo;4;5;5;Si;Seguridad;Ingenier°a de Sistemas;Tal vez;Moderado;Poco;Moderado;Neutral / No estoy seguro(a);5;
9/23/2025 12:48:58;Si;Si;Menos de 17 a§os;Masculino;Once;Oficial (P£blica);Carlos lleras Restrepo ;Casanare;Yopal;Si;3;4;4;De acuerdo;5;5;5;Si;Medio ambiente, Salud, Educaci¢n, Agricultura, Entretenimiento, Seguridad;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;Si;Poco;Poco;Importante;Probable;4;
9/23/2025 12:49:16;Si;Si;Menos de 17 a§os;Femenino;Once;Oficial (P£blica);Carlos lleras restrepo ;Casanare;Yopal;Si;3;3;5;De acuerdo;3;5;4;Tal vez;Educaci¢n;Ciencia de Datos;Tal vez;Importante;Poco;Importante;Neutral / No estoy seguro(a);4;
9/23/2025 12:49:39;Si;Si;Menos de 17 a§os;Masculino;Once;Oficial (P£blica);I.e carlos lleras Restrepo ;Casanare;Yopal;No;3;5;5;Totalmente de acuerdo;5;5;5;Si;Educaci¢n;Ingenier°a en Inteligencia Artificial;Si;Importante;Moderado;Moderado;Probable;5;
9/23/2025 12:50:05;Si;Si;18 - 22 a§os;Femenino;Once;Oficial (P£blica);I.E Carlos Lleras Restrepo ;Casanare;Yopal;No;3;5;4;Ni de acuerdo ni en desacuerdo;4;5;3;Tal vez;Medio ambiente, Salud, Educaci¢n, Agricultura, Entretenimiento, Seguridad, Otro;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;Tal vez;Muy importante;Poco;Poco;Muy probable;5;
9/23/2025 12:50:12;Si;Si;Menos de 17 a§os;Femenino;Once;Oficial (P£blica);Carlos lleras Restrepo ;Casanare;Yopal;Si;3;1;3;Ni de acuerdo ni en desacuerdo;3;4;5;Si;Salud, Educaci¢n, Entretenimiento;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;Tal vez;Moderado;Moderado;Moderado;Neutral / No estoy seguro(a);3;
9/23/2025 12:50:28;Si;Si;18 - 22 a§os;Femenino;Once;Oficial (P£blica);Carlos Lleras Restrepo ;Casanare;Yopal ;No;3;5;5;De acuerdo;3;4;5;Si;Medio ambiente, Salud, Educaci¢n, Agricultura, Seguridad;Ingenier°a en Inteligencia Artificial;Tal vez;Importante;Importante;Poco;Muy probable;3;
9/23/2025 12:50:32;Si;Si;18 - 22 a§os;Femenino;Once;Oficial (P£blica);Carlos lleras Restrepo ;Casanare;Yopal;Si;3;1;1;Ni de acuerdo ni en desacuerdo;3;3;4;Tal vez;Medio ambiente, Salud, Educaci¢n, Agricultura, Entretenimiento, Seguridad;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;Tal vez;Moderado;Moderado;Moderado;Probable;3;
9/23/2025 12:51:11;Si;Si;Menos de 17 a§os;Masculino;Once;Oficial (P£blica);Carlos lleras restrepo ;Casanare;Yopal;Si;2;4;4;De acuerdo;3;4;5;Tal vez;Medio ambiente, Salud, Educaci¢n, Agricultura, Entretenimiento, Seguridad, Otro;Ingenier°a de Sistemas;No;Importante;Importante;Muy importante;Muy probable;5;
9/23/2025 12:51:12;Si;No;18 - 22 a§os;Masculino;Once;Oficial (P£blica);Carlos Lleras  Restrepo ;Casanare;Yopal ;No;5;3;3;Ni de acuerdo ni en desacuerdo;4;4;3;Tal vez;Otro;Ingenier°a en Automatizaci¢n;Tal vez;Moderado;Moderado;Moderado;Neutral / No estoy seguro(a);3;
9/23/2025 12:51:18;Si;No sabe;18 - 22 a§os;Masculino;Once;Oficial (P£blica);Carlos lleras Restrepo;Casanare;Yopal;No;2;5;1;En desacuerdo;5;5;5;Tal vez;Medio ambiente, Salud, Entretenimiento, Seguridad;Ingenier°a en Inteligencia Artificial;Tal vez;Poco;Poco;Muy importante;Probable;5;
9/23/2025 12:51:29;Si;Si;Menos de 17 a§os;Femenino;Once;Oficial (P£blica);Instituci¢n educativa Carlos Lleras Restrepo;Casanare;Yopal;No;3;4;3;Ni de acuerdo ni en desacuerdo;3;5;4;Tal vez;Otro;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;Tal vez;Moderado;Moderado;Importante;Muy probable;5;
9/23/2025 12:51:37;Si;Si;18 - 22 a§os;Femenino;Once;Oficial (P£blica);Carlos lleras restrepo ;Casanare;Yopal ;Si;3;4;3;Totalmente en desacuerdo;2;4;2;Tal vez;Educaci¢n;Ciencia de Datos;Si;Importante;Moderado;Nada importante;Poco probable;3;
9/23/2025 12:51:56;Si;No sabe;Menos de 17 a§os;Masculino;Once;No Oficial (privada);Carlos Lleras Restrepo ;Casanare;Yopal;No;4;4;3;De acuerdo;4;4;4;Tal vez;Educaci¢n, Entretenimiento;Ingenier°a en Ciberseguridad;Tal vez;Importante;Poco;Moderado;Neutral / No estoy seguro(a);4;
9/23/2025 12:52:07;Si;Si;18 - 22 a§os;Femenino;Once ;Oficial (P£blica);Ie Carlos lleras Restrepo ;Casanare;Yopal;No;5;4;3;De acuerdo;3;4;3;Tal vez;Entretenimiento;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;No;Muy importante;Moderado;Moderado;Probable;3;
9/23/2025 12:52:18;Si;Si;Menos de 17 a§os;Masculino;Once;Oficial (P£blica);Carlos Lleras Restrepo ;Casanare;Yopal;Si;4;4;4;De acuerdo;5;5;4;Si;Salud, Educaci¢n, Seguridad;Ingenier°a de Sistemas;Tal vez;Importante;Moderado;Moderado;Probable;5;
9/23/2025 12:53:05;Si;Si;Menos de 17 a§os;Masculino;Once;Oficial (P£blica);Carlos Lleras Restrepo ;Casanare;Yopal ;No;4;3;3;Ni de acuerdo ni en desacuerdo;3;5;4;Tal vez;Otro;Ingenier°a Electr¢nica;Tal vez;Muy importante;Moderado;Importante;Probable;3;
9/23/2025 12:54:29;Si;Si;18 - 22 a§os;Femenino;Once;Oficial (P£blica);Carlos Lleras Restrepo ;Casanare;Yopal;Si;3;4;3;De acuerdo;3;4;2;Tal vez;Educaci¢n;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;Tal vez;Importante;Poco;Poco;Poco probable;2;
9/23/2025 12:54:36;Si;Si;Menos de 17 a§os;Masculino;Once;Oficial (P£blica);Carlos Lleras Restrepo ;Casanare;Yopal ;No;3;4;5;Totalmente de acuerdo;5;5;5;Tal vez;Educaci¢n;Ingenier°a en Telecomunicaciones;Tal vez;Moderado;Moderado;Moderado;Probable;5;
9/23/2025 12:54:43;Si;Si;18 - 22 a§os;Femenino;Once;Oficial (P£blica);Carlos Lleras Restrepo ;Casanare;Yopal ;Si;1;3;3;De acuerdo;3;4;4;Tal vez;Seguridad;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;Tal vez;Moderado;Moderado;Importante;Neutral / No estoy seguro(a);3;
9/23/2025 13:05:19;Si;Si;18 - 22 a§os;Masculino;Once;Oficial (P£blica);Carlos Lleras Restrepo ;Casanare;Yopal;Si;2;3;2;De acuerdo;2;3;5;Si;Medio ambiente, Educaci¢n, Seguridad;Ingenier°a de Sistemas;Tal vez;Muy importante;Moderado;Moderado;Probable;1;
9/23/2025 13:05:31;Si;Si;18 - 22 a§os;Masculino;Once;Oficial (P£blica);Carlos Lleras Restrepo ;Casanare;Yopal ;Si;4;5;4;De acuerdo;3;4;4;Si;Medio ambiente, Salud, Educaci¢n, Agricultura, Entretenimiento, Seguridad;Ingenier°a de Sistemas;Si;Importante;Moderado;Importante;Neutral / No estoy seguro(a);4;
9/23/2025 13:06:19;Si;Si;18 - 22 a§os;Masculino;Once;Oficial (P£blica);I.E CARLOS LLERAS RESTREPO ;Casanare;Yopal ;No;3;5;5;Ni de acuerdo ni en desacuerdo;1;2;5;Tal vez;Salud, Educaci¢n, Entretenimiento, Seguridad;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;Tal vez;Muy importante;Importante;Nada importante;Neutral / No estoy seguro(a);1;
9/23/2025 13:06:20;Si;Si;Menos de 17 a§os;Masculino;Once;Oficial (P£blica);Carlos lleras restrepo;Casanare;Yopal;No;1;5;4;De acuerdo;3;4;4;Tal vez;Medio ambiente, Salud, Educaci¢n, Agricultura, Entretenimiento, Seguridad, Otro;Ingenier°a Mecatr¢nica;Tal vez;Moderado;Poco;Moderado;Probable;5;
9/23/2025 13:06:46;Si;No sabe;Menos de 17 a§os;Masculino;Once;Oficial (P£blica);I.E. Carlos Lleras Restrepo;Casanare;Yopal;No;2;4;3;De acuerdo;3;5;4;Si;Salud, Educaci¢n, Entretenimiento, Seguridad;Ingenier°a Mecatr¢nica;Tal vez;Importante;Importante;Moderado;Neutral / No estoy seguro(a);4;
9/23/2025 13:07:17;Si;Si;Menos de 17 a§os;Masculino;Once;Oficial (P£blica);Carlos Lleras Restrepo ;Casanare;Yopal;No;1;4;3;Ni de acuerdo ni en desacuerdo;3;3;4;Tal vez;Salud, Educaci¢n, Agricultura, Entretenimiento;Ingenier°a Electr¢nica;Tal vez;Importante;Moderado;Moderado;Neutral / No estoy seguro(a);4;
9/23/2025 13:07:24;Si;No sabe;18 - 22 a§os;Masculino;Once;Oficial (P£blica);Carlos Lleras Restrepo ;Casanare;Yopal ;No;2;5;5;Totalmente en desacuerdo;1;3;5;Si;Educaci¢n;Ingenier°a de Sistemas;Si;Moderado;Moderado;Moderado;Neutral / No estoy seguro(a);2;
9/23/2025 13:07:29;Si;Si;18 - 22 a§os;Masculino;Once;Oficial (P£blica);I.E Carlos Lleras Restrepo ;Casanare;Yopal;Si;3;3;3;Ni de acuerdo ni en desacuerdo;3;4;4;Tal vez;Educaci¢n;Ingenier°a de Sistemas;Si;Moderado;Moderado;Moderado;Probable;3;
